"banter_asset_id","blueprint","category","group","line_index","role","speaker_name","speaker_guid","text_key","text","json_path","source"
"5e1ebb854aeafb448a7bc2d152854279","Banter_ArueshalaeCamelia_banter5_pack2","Banter","ArueshalaeCamelia","0","FirstPhrase","Arueshalae","a352873d37ec6c54c9fa8f6da3a6b3e1","4b2f1106-9403-4a1a-91c2-25e0869bd06c","""Can shamans feel lonely? They are surrounded by spirits who wish to talk.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeCamelia/Banter_ArueshalaeCamelia_banter5_pack2_FirstPhrase.Array.data[0].json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeCamelia\Banter_ArueshalaeCamelia_banter5_pack2.jbp"
"5e1ebb854aeafb448a7bc2d152854279","Banter_ArueshalaeCamelia_banter5_pack2","Banter","ArueshalaeCamelia","1","Response","Camellia","397b090721c41044ea3220445300e1b8","22ae873a-0589-4c1b-96fc-da2ac9322759","""Have you ever heard the expression 'lonely in a crowd'? It can be the same with spirits.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeCamelia/Banter_ArueshalaeCamelia_banter5_pack2_Responses.Array.data[0].Response.json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeCamelia\Banter_ArueshalaeCamelia_banter5_pack2.jbp"
"6ee1c377250520b43b6a84c6c520daca","Banter_ArueshalaeDaeran_banter1","Banter","ArueshalaeDaeran","0","FirstPhrase","Arueshalae","a352873d37ec6c54c9fa8f6da3a6b3e1","171bfec3-36ef-4ec0-9daa-e77338a64f25","""Please, don't look at me like that. I can read your desires plainly on your face.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeDaeran/Banter_ArueshalaeDaeran_banter1_FirstPhrase.Array.data[0].json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeDaeran\Banter_ArueshalaeDaeran_banter1.jbp"
"6ee1c377250520b43b6a84c6c520daca","Banter_ArueshalaeDaeran_banter1","Banter","ArueshalaeDaeran","1","Response","Daeran","096fc4a96d675bb45a0396bcaa7aa993","dfc9b8c4-512f-4455-a7b5-c957c5c4940e","""Do you think your face does not betray your inner thoughts? A wolf can befriend a flock of sheep, but it will always see them as lumps of meat. Wouldn't you agree?""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeDaeran/Banter_ArueshalaeDaeran_banter1_Responses.Array.data[0].Response.json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeDaeran\Banter_ArueshalaeDaeran_banter1.jbp"
"87b8aa2a663f295478eb031739d22b5a","Banter_ArueshalaeDaeran_banter2","Banter","ArueshalaeDaeran","0","FirstPhrase","Arueshalae","a352873d37ec6c54c9fa8f6da3a6b3e1","0e9d013f-03f2-4ca5-a719-8f9d90cfcdd7","""You must thank fate every day for blessing you with the celestial blood in your veins.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeDaeran/Banter_ArueshalaeDaeran_banter2_FirstPhrase.Array.data[0].json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeDaeran\Banter_ArueshalaeDaeran_banter2.jbp"
"87b8aa2a663f295478eb031739d22b5a","Banter_ArueshalaeDaeran_banter2","Banter","ArueshalaeDaeran","1","Response","Daeran","096fc4a96d675bb45a0396bcaa7aa993","832039a8-4405-4f85-b3fe-f8dbd4cb4dad","""Hardly. I stopped doing that when I was told for the thousandth time that I was a disgrace to my blood and my lineage.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeDaeran/Banter_ArueshalaeDaeran_banter2_Responses.Array.data[0].Response.json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeDaeran\Banter_ArueshalaeDaeran_banter2.jbp"
"18b969a8c9380be46812908421d2b080","Banter_ArueshalaeDaeran_banter3","Banter","ArueshalaeDaeran","0","FirstPhrase","Arueshalae","a352873d37ec6c54c9fa8f6da3a6b3e1","d30f93c6-bb26-4004-949c-58469e8fcd3c","""Daeran, I can't understand why blood makes some mortals better than others. What do a person's origins have to do with their worth?""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeDaeran/Banter_ArueshalaeDaeran_banter3_FirstPhrase.Array.data[0].json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeDaeran\Banter_ArueshalaeDaeran_banter3.jbp"
"18b969a8c9380be46812908421d2b080","Banter_ArueshalaeDaeran_banter3","Banter","ArueshalaeDaeran","1","Response","Daeran","096fc4a96d675bb45a0396bcaa7aa993","b05fb0d6-4184-43bd-a4a6-88a41ce32618","""Some people's ancestors simply had sharper elbows and better luck than others, and they codified a system whereby they and their descendants would rule over everyone else. Not that I'm complaining, of course.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeDaeran/Banter_ArueshalaeDaeran_banter3_Responses.Array.data[0].Response.json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeDaeran\Banter_ArueshalaeDaeran_banter3.jbp"
"e2aed7ccccad12e4bb4e6c0975f49afd","Banter_ArueshalaeDaeran_banter4_pack2","Banter","ArueshalaeDaeran","0","FirstPhrase","Arueshalae","a352873d37ec6c54c9fa8f6da3a6b3e1","bc2bf494-1de1-47a8-958c-a1682ca590d1","""I have heard that human mothers love their children unconditionally and absolutely. Was your mother like that?""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeDaeran/Banter_ArueshalaeDaeran_banter4_pack2_FirstPhrase.Array.data[0].json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeDaeran\Banter_ArueshalaeDaeran_banter4_pack2.jbp"
"e2aed7ccccad12e4bb4e6c0975f49afd","Banter_ArueshalaeDaeran_banter4_pack2","Banter","ArueshalaeDaeran","1","Response","Daeran","096fc4a96d675bb45a0396bcaa7aa993","81856728-5031-49cf-8bfe-38d1537362a1","""Consider this a free lesson in Golarion etiquette: we do not speak of other people's dead mothers unless we are sure our interlocutor will welcome it.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeDaeran/Banter_ArueshalaeDaeran_banter4_pack2_Responses.Array.data[0].Response.json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeDaeran\Banter_ArueshalaeDaeran_banter4_pack2.jbp"
"f4d01ad9b8a776a4683b3d61faf23a50","Banter_ArueshalaeDaeran_banter5_pack2","Banter","ArueshalaeDaeran","0","FirstPhrase","Arueshalae","a352873d37ec6c54c9fa8f6da3a6b3e1","0e23d632-eb1d-4888-8f93-8f554e291ac6","""It seems like you are deliberately goading me, trying to make me fall, Daeran. But why?""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeDaeran/Banter_ArueshalaeDaeran_banter5_pack2_FirstPhrase.Array.data[0].json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeDaeran\Banter_ArueshalaeDaeran_banter5_pack2.jbp"
"f4d01ad9b8a776a4683b3d61faf23a50","Banter_ArueshalaeDaeran_banter5_pack2","Banter","ArueshalaeDaeran","1","Response","Daeran","096fc4a96d675bb45a0396bcaa7aa993","08f2df2a-fd3f-4e43-b655-5cccf37889c4","""Because I am a terrible person, darling, haven't you realized that yet?""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeDaeran/Banter_ArueshalaeDaeran_banter5_pack2_Responses.Array.data[0].Response.json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeDaeran\Banter_ArueshalaeDaeran_banter5_pack2.jbp"
"f02623f1c2eb7eb4ea1af0e0469a2085","Banter_ArueshalaeEmber_banter1","Banter","ArueshalaeEmber","0","FirstPhrase","Arueshalae","a352873d37ec6c54c9fa8f6da3a6b3e1","2f87ef31-0ccf-4331-91f5-30f90d7efa7e","""I've wanted to comb your hair for so long... but I'm afraid I might hurt you.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeEmber/Banter_ArueshalaeEmber_banter1_FirstPhrase.Array.data[0].json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeEmber\Banter_ArueshalaeEmber_banter1.jbp"
"f02623f1c2eb7eb4ea1af0e0469a2085","Banter_ArueshalaeEmber_banter1","Banter","ArueshalaeEmber","1","Response","Ember","2779754eecffd044fbd4842dba55312c","9958182a-61e2-458c-af2a-81d62e6c0353","""Can you do a braid? If you know how, I'll endure it.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeEmber/Banter_ArueshalaeEmber_banter1_Responses.Array.data[0].Response.json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeEmber\Banter_ArueshalaeEmber_banter1.jbp"
"a2a2d7f46e7b671429fa7e6f0c808451","Banter_ArueshalaeEmber_banter2","Banter","ArueshalaeEmber","0","FirstPhrase","Arueshalae","a352873d37ec6c54c9fa8f6da3a6b3e1","30a529a6-d531-4de3-9031-33b0f7e1ed5c","""After everything that happened to you, you could have become a very angry person... But you didn't. Where does all your compassion and love come from?""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeEmber/Banter_ArueshalaeEmber_banter2_FirstPhrase.Array.data[0].json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeEmber\Banter_ArueshalaeEmber_banter2.jbp"
"a2a2d7f46e7b671429fa7e6f0c808451","Banter_ArueshalaeEmber_banter2","Banter","ArueshalaeEmber","1","Response","Ember","2779754eecffd044fbd4842dba55312c","d2ac9c5f-dd31-422e-bb9a-389e8f50f19c","""I don't know. What about you? You're very kind, even though a horrible thing was done to you: you were forced to be a demon.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeEmber/Banter_ArueshalaeEmber_banter2_Responses.Array.data[0].Response.json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeEmber\Banter_ArueshalaeEmber_banter2.jbp"
"e3f410a74844c1d448425902be964e44","Banter_ArueshalaeEmber_banter3","Banter","ArueshalaeEmber","0","FirstPhrase","Arueshalae","a352873d37ec6c54c9fa8f6da3a6b3e1","6f9ac61a-4ab0-401b-966a-9b277ab728de","""Another campsite where I will pray for Desna to send me a dream. And another disappointment when it doesn't come.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeEmber/Banter_ArueshalaeEmber_banter3_FirstPhrase.Array.data[0].json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeEmber\Banter_ArueshalaeEmber_banter3.jbp"
"e3f410a74844c1d448425902be964e44","Banter_ArueshalaeEmber_banter3","Banter","ArueshalaeEmber","1","Response","Ember","2779754eecffd044fbd4842dba55312c","10d26457-4c38-4c44-8ada-864fc1fcb118","""I have scary dreams sometimes. Or sometimes I have good ones, but then I'm sad when I wake up and realize they're not real... Maybe having no dreams is better?""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeEmber/Banter_ArueshalaeEmber_banter3_Responses.Array.data[0].Response.json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeEmber\Banter_ArueshalaeEmber_banter3.jbp"
"331383f95771ee14a87f0a3bb27fdb76","Banter_ArueshalaeEmber_banter4_pack2","Banter","ArueshalaeEmber","0","FirstPhrase","Arueshalae","a352873d37ec6c54c9fa8f6da3a6b3e1","194803ce-e5c4-446c-bdee-a919ab008562","""I think Soot likes me. Why do you think that is?""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeEmber/Banter_ArueshalaeEmber_banter4_pack2_FirstPhrase.Array.data[0].json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeEmber\Banter_ArueshalaeEmber_banter4_pack2.jbp"
"331383f95771ee14a87f0a3bb27fdb76","Banter_ArueshalaeEmber_banter4_pack2","Banter","ArueshalaeEmber","1","Response","Ember","2779754eecffd044fbd4842dba55312c","4f179af9-02d2-444d-949a-c91ec5ac2b41","""You're good and you have wings. She probably thinks you're a big, beautiful bird.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeEmber/Banter_ArueshalaeEmber_banter4_pack2_Responses.Array.data[0].Response.json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeEmber\Banter_ArueshalaeEmber_banter4_pack2.jbp"
"51963fc5f5611a449a35f483414a2dee","Banter_ArueshalaeEmber_banter5_pack2","Banter","ArueshalaeEmber","0","FirstPhrase","Arueshalae","a352873d37ec6c54c9fa8f6da3a6b3e1","3c9ffde5-3f5e-4122-9ebb-535d55735dd1","""Before, I lived as I had to, never thinking of how quickly time passes for mortals. Do you sense time the same way demons do?""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeEmber/Banter_ArueshalaeEmber_banter5_pack2_FirstPhrase.Array.data[0].json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeEmber\Banter_ArueshalaeEmber_banter5_pack2.jbp"
"51963fc5f5611a449a35f483414a2dee","Banter_ArueshalaeEmber_banter5_pack2","Banter","ArueshalaeEmber","1","Response","Ember","2779754eecffd044fbd4842dba55312c","73aa54e4-4d8e-4caa-8dbf-b370caf424cb","""Time is a strange thing for everybody... but I think bad things seem to last a long time for both demons and mortals, and good things are over in the blink of an eye.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeEmber/Banter_ArueshalaeEmber_banter5_pack2_Responses.Array.data[0].Response.json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeEmber\Banter_ArueshalaeEmber_banter5_pack2.jbp"
"147ccda9b96c95e49aae7152feaa5f76","Banter_ArueshalaeGreybor_banter1","Banter","ArueshalaeGreybor","0","FirstPhrase","Arueshalae","a352873d37ec6c54c9fa8f6da3a6b3e1","8b607d88-79e1-436c-9387-89c73d5cb69d","""Why do mortals always leave the ones they love? Isn't being with the people you love the ultimate happiness?""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeGreybor/Banter_ArueshalaeGreybor_banter1_FirstPhrase.Array.data[0].json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeGreybor\Banter_ArueshalaeGreybor_banter1.jbp"
"147ccda9b96c95e49aae7152feaa5f76","Banter_ArueshalaeGreybor_banter1","Banter","ArueshalaeGreybor","1","Response","Greybor","f72bb7c48bb3e45458f866045448fb58","b1aa8d38-7995-4036-b6a8-dac6318ed8f0","""Are we built to be happy? The way I see it, we're born so that we can spend our whole lives floundering and trying to loosen the garrote of unfulfilled desires that's wrapped around our throats.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeGreybor/Banter_ArueshalaeGreybor_banter1_Responses.Array.data[0].Response.json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeGreybor\Banter_ArueshalaeGreybor_banter1.jbp"
"c21ec45109d68e8428e30469bff73785","Banter_ArueshalaeGreybor_banter2","Banter","ArueshalaeGreybor","0","FirstPhrase","Arueshalae","a352873d37ec6c54c9fa8f6da3a6b3e1","57fcf046-effe-446f-a486-5ac642c0c543","""When you say that I'll never atone for what I've done, I think you're talking about yourself. It's your chance of redemption that you don't believe in. But I can change — so can you.""","Strings/Mechanics/Blueprints/World/Dialogs/Barkobanters/Banter/ArueshalaeGreybor/Banter_ArueshalaeGreybor_banter2_FirstPhrase.Array.data[0].json","WOTR_Blueprints\World\Dialogs\Barkobanters\Banter\ArueshalaeGreybor\Banter_ArueshalaeGreybor_banter2.jbp"
