"cue_asset_id","cue","category","group","companion","speaker_guid","text_key","text","comment","json_path","source","has_audio","audio_event"
"2f7d5ed307804ad499dbfd8ace432b38","","c0","AngelMythicMiracle","Wenduag","ae766624c03058440a036de90a7f2009","c5ae110b-ab5a-4d4b-986e-516e9f3101d7","""And what if {mf|he|she} can't make it happen a second time? What then? The tribe will just say we're crazy and turn its back on us.""","Вендуаг","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/AngelMythicMiracle/Cue_0017_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\AngelMythicMiracle\Cue_0017.jbp","yes","CH0_AngelMythicMiracle_09"
"37917133a37e05e4eb86d4985825a63f","","c0","AngelMythicMiracle","Wenduag","ae766624c03058440a036de90a7f2009","e75a8161-c2c9-4905-b614-00451c575cf6","{n}Wenduag stares at the divine light as if transfixed.{/n} ""This power... is the most majestic thing I've ever seen in all my life... Is this what the sun is like, Lann?""","Вендуаг","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/AngelMythicMiracle/Cue_0021_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\AngelMythicMiracle\Cue_0021.jbp","yes","CH0_AngelMythicMiracle_10"
"44e960a26d8ad7a4094ef7d264d73f19","","c0","AngelMythicMiracle","Wenduag","ae766624c03058440a036de90a7f2009","2543eb06-0769-4548-a72b-2b16c1d38636","{n}Wenduag frowns.{/n} ""What did you do with it? Where did it go?""","Вендуаг","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/AngelMythicMiracle/Cue_0004_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\AngelMythicMiracle\Cue_0004.jbp","yes","CH0_AngelMythicMiracle_03"
"e710348cc24b7aa4da426dddd3597250","","c0","AngelMythicMiracle","Wenduag","ae766624c03058440a036de90a7f2009","46909b27-b88c-4330-8c6c-8c99996094c2","{n}Wenduag watches you with suspicion.{/n} ""You? Thousands of gongs and no one's been able to touch it, and now you, an ordinary creature of flesh and blood no different to us, get the sword and start talking about visions?""","Вендуаг","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/AngelMythicMiracle/Cue_0014_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\AngelMythicMiracle\Cue_0014.jbp","yes","CH0_AngelMythicMiracle_06"
"c9f46a5b2d7ebdd4992073dc17c7cc14","","c0","Horgus_GetMeOut","Camellia","397b090721c41044ea3220445300e1b8","76c7dc37-e827-4f0a-9d8f-e6064ed0fa7e","""Pardon me, but you do not speak for everyone here."" {n}Camellia casts an assessing glance over Horgus, who stares stonily back at her.{/n} ""We are searching for a way to the surface anyway, are we not? Gwerm has the money, everyone in the city knows it — so why turn down an easy reward? You don't need the money? Fine. In that case, the reward will go to me.""","Поставить флаг - Хоргус заплатит 500","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/NeathholmVillage/Horgus_GetMeOut/Cue_0019_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\NeathholmVillage\Horgus_GetMeOut\Cue_0019.jbp","no",""
"10ad197f90e4ec449b8434ceb74db04b","","c0","Horgus_GetMeOut","Camellia","397b090721c41044ea3220445300e1b8","5d165011-81ca-4096-9bde-c7bec648d722","""I suggest we help this man. It is good to have friends among the {g|Kenabres}Kenabres{/g} elite.""","Камелия","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/NeathholmVillage/Horgus_GetMeOut/Cue_0027_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\NeathholmVillage\Horgus_GetMeOut\Cue_0027.jbp","no",""
"96fb512b04525c54abf8d20e8078c61d","","c0","LannVenduChoose","Camellia","397b090721c41044ea3220445300e1b8","231960b6-89ae-4230-a551-2077a4962db3","""If we're befriending monsters in order to fight the demons, why not join forces with the strongest of them? Isn't that the rational choice? They're both equally hideous — neither of them will improve the aesthetics of our little band.""","Камелия","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0092_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0092.jbp","yes","CH0_LannVenduChoose_54"
"65aa0270a6c999b4e8663c4f93904e22","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","9a47459c-b075-413e-a0ea-7199c20b7650","""I'm going to the surface only because my time has come to leave. {name} and the other uplanders are in danger, they need all the help they can get. But I'm only risking my own life, see the difference? I'll do whatever the crusade asks of me, but I'll never be like you!""","Ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0075_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0075.jbp","yes","CH0_LannVenduChoose_39"
"2d7bed0de69714b4183a513e96498053","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","94441847-0e27-4daa-aa75-b83e43c38ad3","{n}Lann shakes his head.{/n} ""You're making a mistake. If some priest ever winds up down here, I'll ask him to pray for your soul. But I doubt it'll help you.""","Ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0035_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0035.jbp","yes","CH0_LannVenduChoose_21"
"869b6b465c9faf9429f65b4b01d4c817","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","e86f6b65-5e7c-424d-a110-6d3790ff77c6","""Your gifts are of no use to anyone, Wenduag."" {n}Lann watches you solemnly, his human hand holding the beads at his belt in a white-knuckled grip.{/n} ""We can't let her go. Not after what she's done.""","Ланн

Ланн присоединяется к пати","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0038_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0038.jbp","yes","CH0_LannVenduChoose_24"
"7ac29b6c8de1bfe4e888a624fa911099","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","e9dc3c34-de54-48fe-9730-d25412107c3c","{n}Lann offers a vague shrug.{/n} ""I just kept going until I found it. You can find a way into anywhere if you try hard enough. And besides, I also remembered some of this traitor's stories. At least some of them were true. But that doesn't matter now! We need to tell Sull everything! And then we need to get out of here.""","Ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0041_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0041.jbp","yes","CH0_LannVenduChoose_25"
"3f1982675a682b0418fba123eb6869d4","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","b2599637-df3e-4701-9dae-2614d855a33b","{n}Lann rubs his forehead, right in the spot where the skin and scales meet, and catches his breath.{/n} ""Up there on the surface, the crusades are still going on, right? Since I'm a mongrel, that means I've got crusader blood in my veins. You could say it's my destiny, even... Anyway, I'm ready to do my duty. And, all of you crusaders get rations, right? With vegetables? I'll be killing demons and be well fed for doing it — that's not life, that's a dream come true.""","Ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0049_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0049.jbp","yes","CH0_LannVenduChoose_28"
"f850c07546728ad43a037504e60eee88","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","7f308ef8-927e-4bb3-b5d4-9054194c4f90","{n}Lann takes a breath.{/n} ""She's gone. But next time, she won't get away. Damn it, Wendu! Why'd you have to go and...? Anyway, there's no point crying over spilt milk. Give me a couple of minutes, I'll bring the Chief and the rest. I need to clear my head.""","Ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0051_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0051.jbp","yes","CH0_LannVenduChoose_30"
"dbd001b00a212ae4d91476c0da5a3b44","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","7a1d8d82-70ca-44e8-965d-d2ff02ebe4fd","{n}Lann calmly stares Wenduag down, his fists clenching.{/n} ""Maybe I'll be able to find something on the surface that you can't get down here: like a way to help the mongrels. A way to stop our tribes from having to follow scum like you.""","Ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0057_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0057.jbp","yes","CH0_LannVenduChoose_34"
"7f9173aea1a1b9a44b256ef0a5d61ad6","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","70ce756a-5b5d-4916-bca9-fa23143bc5f3","{n}Lann turns to her, his face twisted in fury — the lizard half is snarling, the eye narrowed.{/n} ""Shut up!"" {n}The words come out like a growl.{/n} ""You're not just a traitor! You're a monster! The young ones, they believed your stories, and you lured them to a demon and watched them eat human flesh!""","Ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0071_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0071.jbp","yes","CH0_LannVenduChoose_35"
"2cced17b7f2026e489d1f0465c0d367d","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","fb2bffa5-9d51-4dd8-8d5f-3b1a439bd8df","""Don't fall for her empty words. Wenduag despises everyone but herself. As soon as you show any weakness, she'll betray you just like she betrayed us.""","Ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0078_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0078.jbp","yes","CH0_LannVenduChoose_42"
"d72d857ab7da3c747895125a2d8c4cb0","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","dda3fb2c-11c4-4c11-a2fc-90644a922557","{n}Lann looks at Wenduag in disgust.{/n} ""I thought you were better than that. I thought you were proud of your heritage, but you're willing to crawl on your belly before anyone who's even a little bit stronger than you. You're not a mongrel. You're a cave slug — you have no understanding of the meaning of family or tribe.""","ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0132_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0132.jbp","yes","CH0_LannVenduChoose_73"
"e18b6378140d84d43a3394ab54d38b17","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","319fc34f-2705-41fb-aa1a-2670150dd62b","""The angel deemed you worthy of his power, not just his sword, to light the path in the darkness, so I can trust you too. Seems fair to me.""","Если реинфорсил ангела","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0083_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0083.jbp","yes","CH0_LannVenduChoose_46"
"3d93b3519c5ee9f45b5c7468d85ff82b","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","0b6580c4-eb19-4871-a41c-889b34bd659e","""You're right. I know everything. And I also know where I'm not wanted. So I think I'll just go and have a chat with Sull.""","Ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0100_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0100.jbp","yes","CH0_LannVenduChoose_55"
"8726632f54877684891ae0e5c5eb5e26","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","f9f25e45-a3ce-490c-bf1c-0574f07276db","""If this is you in a good mood, then maybe I'm lucky we're parting ways now.""","Ланн уходит","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0101_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0101.jbp","yes","CH0_LannVenduChoose_56"
"74754bd0bf6475a47b4b0c8752a8d8a1","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","83642e08-4cd6-4daa-b51a-c82c94d77962","{n}Lann turns to her, his face twisted in fury — the lizard half is snarling, the eye narrowed.{/n} ""What else are we supposed to do with you? You're not just a traitor, you're a monster! The young ones believed you, and you lured them to a demon and watched them eat human flesh!""","Ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0104_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0104.jbp","yes","CH0_LannVenduChoose_57"
"ec1d085478704a34fbdfa8af87d7a795","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","6909724f-9768-4b39-9a84-1de8f3ea8f63","""So you think we're weak, Wenduag? Tell me, which of us is crawling in the dirt right now? Sucking up to 'strong' people hasn't turned you into a conqueror, it's turned you into a pathetic piece of trash.""","Ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0107_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0107.jbp","yes","CH0_LannVenduChoose_58"
"0d1c56a4c976fdd42ba8a88bf57eba16","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","983946a2-1e66-45ff-bcb5-ff614e97fa61","""An army of cannibals? Are you insane? You want to turn them from rational beings into rabid beasts that only want to kill! They will be slaves, and you will be their slave driver. Is that the kind of power you're so desperate to gain?""","Ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0120_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0120.jbp","yes","CH0_LannVenduChoose_65"
"4eb2f8fe27d30c5458eada0a49fcdd3c","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","d424c27f-44c5-401e-9334-ab13a395a5e5","""That's..."" {n}Lann is rendered speechless for a moment, but he soon recovers.{/n} ""That's unexpected. I thought an unparalleled marksman such as myself would be a boon to any crusade. But even so, let me guide you to the surface. Then you can chase me off if you want, but we mongrels have a duty of hospitality to uphold, you know. While we're in the caves, I'm honor-bound to help you.""","Ланн","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0032_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0032.jbp","yes","CH0_LannVenduChoose_19"
"07a1a169080c9f64ab7ab1e90730c3e4","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","2283f089-8d18-4820-8479-191576489754","{n}Sighing loudly, Lann whispers:{/n} ""It's gone... It was just there, and now... it's gone. It's got to be some kind of demonic trickery. You need to have a cleric look at that.""","","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0136_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0136.jbp","yes","CH0_LannVenduChoose_75"
"301419037e82df24d867d3a1cd5ebc0d","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","2c6eeb26-14f3-418c-8ca0-483882ff2e11","""I'm sorry you trusted Wenduag instead of me, and that you didn't show the Light of Heaven to Sull. But she can be very persuasive — she honed her skills on all of us in the tribe! I'm asking you — believe me when I say that I won't let you down. I have nothing to lose down here apart from my chief's distrust and my friendship with the giant roaches. I'll do whatever the crusade needs.""","Если не явил свет","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0081_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0081.jbp","yes","CH0_LannVenduChoose_45"
"8fd4b52a4e2ca3f47a6480402270540b","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","76382698-4d0b-4304-b933-c0f186a11b3d","{n}Lann stares at the mongrels lying senseless on the floor.{/n} ""They didn't have a choice. They were forced to do it.""","мы НЕ махали мечом перед Суллом, и/или только что использовали демонический реинфорс","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0001_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0001.jbp","yes","CH0_LannVenduChoose_01"
"b7cca82ccb8c9894289d34095b70d7e3","","c0","LannVenduChoose","Lann","cb29621d99b902e4da6f5d232352fbda","a88ec3a9-7e9e-43f8-bc43-8ea7df65f75b","""And also... you trusted me. At best, I'm a dreamer. At worst, this horn of mine has scrambled my brains. But I trusted you, and it paid off. You showed Sull that mongrels are capable of more than eating moss and catching blind fish. I owe you for that.""","Если явил свет","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0080_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0080.jbp","yes","CH0_LannVenduChoose_44"
"72e3a264f3847c0428199317b71f00cd","","c0","LannVenduChoose","Seelah","54be53f0b35bf3c4592a97ae335fe765","414bf8ad-8405-4683-bc4a-b8f7da0f71fa","""The lady in the nice armor already beat you down once, and she'll do it again. You can be sure of that.""","Сиила","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0129_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0129.jbp","yes","CH0_LannVenduChoose_70"
"927042907327ba5479d95c1ff9199f73","","c0","LannVenduChoose","Seelah","54be53f0b35bf3c4592a97ae335fe765","7679fa7d-ea8f-417a-bad4-a44a89caca13","""I hope we're not taking this girl with us. She'll sell us to the first demon she sees.""","Сиила","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0091_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0091.jbp","yes","CH0_LannVenduChoose_53"
"37490ab6798da804fa06779308de2d26","","c0","LannVenduChoose","Wenduag","ae766624c03058440a036de90a7f2009","582cbb3d-a1c6-47cd-b0e9-56a4a6fd03ed","{n}Wenduag bares her fangs.{/n} ""So that's your final word? Then I have nothing else to offer you but death. We will meet again, and you won't enjoy our next encounter.""","Вендуаг сбегает","Strings/Mechanics/Blueprints/World/Dialogs/c0/CavesUnderKenabres/MongrelLabyrinth/LannVenduChoose/Cue_0128_Text.json","WOTR_Blueprints\World\Dialogs\c0\CavesUnderKenabres\MongrelLabyrinth\LannVenduChoose\Cue_0128.jbp","yes","CH0_LannVenduChoose_69"
